iter	F1	Logloss
0	0	0.6167928729
1	0.04139813481	0.5685754676
2	0.04456683762	0.5333485708
3	0.08146769216	0.5104732807
4	0.09233305853	0.493988305
5	0.1236311922	0.4793911802
6	0.1356290024	0.472275322
7	0.1450555581	0.4674954309
8	0.1630954571	0.4595840065
9	0.1725825915	0.4568202258
10	0.2004807264	0.4505332993
11	0.2172327431	0.4461504718
12	0.2323238902	0.4426540254
13	0.2448077583	0.4408825441
14	0.2584126984	0.4383360991
15	0.2611945025	0.4375798429
16	0.2730174626	0.436461415
17	0.2794099366	0.4353487953
18	0.2900603523	0.4326510745
19	0.2985737571	0.4319397143
20	0.3026158248	0.4309506325
21	0.3057657293	0.4304183064
22	0.313430138	0.4291720817
23	0.3150613522	0.4286763021
24	0.3180791299	0.4281986919
25	0.3266448348	0.4261015749
26	0.3293940654	0.4255431665
27	0.3328401491	0.4251196716
28	0.3334450204	0.425083485
29	0.3350054097	0.4244575558
30	0.3395997099	0.4236759475
31	0.3430815214	0.4233394516
32	0.3483589813	0.4223092171
33	0.3538562749	0.4210136015
34	0.359093886	0.4201133437
35	0.3627539373	0.4190833152
36	0.3640057499	0.4187393924
37	0.3642632748	0.418721361
38	0.3692548182	0.4176202587
39	0.3702023859	0.4173214314
40	0.3756069803	0.4159427815
41	0.3791825778	0.4152809142
42	0.37985829	0.4149631888
43	0.3810854176	0.4147280115
44	0.3825087174	0.4142606004
45	0.3841735561	0.413982202
46	0.3841735561	0.4139821957
47	0.3853735611	0.413754061
48	0.3868436368	0.4131815247
49	0.3882249198	0.4127494757
50	0.3884978509	0.4124903685
51	0.3905972188	0.4120729536
52	0.3917321362	0.4117998807
53	0.3929218076	0.4112336908
54	0.3943714542	0.4109105397
55	0.3975414416	0.4101493615
56	0.3982052094	0.4098751037
57	0.3986827172	0.4098671211
58	0.398898871	0.4097808463
59	0.3991742761	0.4096870735
60	0.3999628149	0.4092508566
61	0.4006692072	0.4088146329
62	0.4017994906	0.4083808159
63	0.4031491384	0.4077016681
64	0.4043413729	0.4071735106
65	0.4051970197	0.4068962139
66	0.4086987048	0.4064304328
67	0.4097373573	0.406070194
68	0.4111949523	0.4052300399
69	0.4148093572	0.4044102312
70	0.415523685	0.4042533195
71	0.4162907591	0.4039075469
72	0.4173778693	0.4035213899
73	0.4182864709	0.4029995132
74	0.418906497	0.402860793
75	0.4193097872	0.4027433276
76	0.4196387557	0.4024267077
77	0.4200822683	0.4022904323
78	0.4212594088	0.4018721936
79	0.4215936416	0.4016175825
80	0.422593605	0.4012500827
81	0.4238070806	0.4006998039
82	0.4241380574	0.4004891346
83	0.4253231299	0.4001627514
84	0.4272785447	0.3991856852
85	0.4296766659	0.3985507811
86	0.4303663585	0.3983153404
87	0.4324363689	0.3978712257
88	0.4325869288	0.3976690175
89	0.433428535	0.3971781385
90	0.4330215801	0.3970074421
91	0.4344411316	0.3966956885
92	0.4344363636	0.3964419039
93	0.4362876862	0.3959747677
94	0.4366179275	0.3956128972
95	0.4369869979	0.3950385976
96	0.4384093465	0.3946889949
97	0.4399021473	0.3943140489
98	0.4407602689	0.39406351
99	0.4417131272	0.3938061279
100	0.4425066937	0.3936223478
101	0.4433958853	0.39338372
102	0.4435526149	0.393254547
103	0.444665102	0.392906269
104	0.4464369475	0.3925792384
105	0.4481230636	0.3921694747
106	0.4488142186	0.3918550417
107	0.4499540863	0.3912900494
108	0.4503141936	0.3910188141
109	0.4506793845	0.390831737
110	0.4511091521	0.3906293406
111	0.4514433806	0.3902727369
112	0.4522433994	0.3898638836
113	0.4524130979	0.3896615056
114	0.454054832	0.389170546
115	0.4549294509	0.3885094519
116	0.4558263245	0.3881630432
117	0.4567344813	0.3878951192
118	0.4572259733	0.3877009954
119	0.4585054045	0.3871352097
120	0.459384759	0.3868295926
121	0.4603709949	0.3865171298
122	0.4607632164	0.3863787973
123	0.461444747	0.3861107663
124	0.4622550249	0.3856699919
125	0.4625443342	0.3856321702
126	0.4640965063	0.3852642494
127	0.4642153879	0.3848470896
128	0.4650555426	0.3845882879
129	0.4653991307	0.3843149643
130	0.4660906277	0.3839383629
131	0.4671204245	0.3833764494
132	0.4682560943	0.3830224788
133	0.4693997751	0.3827098648
134	0.469899934	0.3823490182
135	0.4704435254	0.3821283653
136	0.4720054172	0.3815976774
137	0.4717751279	0.3813781611
138	0.4721123347	0.3812569473
139	0.472537457	0.3811026258
140	0.4731527488	0.3810235071
141	0.4742436922	0.3807522172
142	0.4749377002	0.3805930114
143	0.4752669039	0.3804135733
144	0.4755670195	0.380256233
145	0.4780408105	0.3796332808
146	0.4787817475	0.3793966264
147	0.4792787037	0.3792679186
148	0.4792787037	0.3790729737
149	0.4794591045	0.3789031058
150	0.4797345258	0.3786592109
151	0.47992474	0.3785172171
152	0.4802143592	0.3784992926
153	0.481065645	0.3781203718
154	0.4816620283	0.3779502714
155	0.4824102791	0.3777838522
156	0.482891754	0.3776172002
157	0.483127368	0.3775690098
158	0.4838612582	0.3773049538
159	0.4846157929	0.3770096036
160	0.4848999522	0.376682102
161	0.4856319298	0.3765008732
162	0.4869125678	0.3760215938
163	0.4880805227	0.3756227822
164	0.4890136072	0.3752540765
165	0.4895452861	0.3748915809
166	0.4902351675	0.3745372226
167	0.4903596818	0.374397791
168	0.4908109633	0.3741204162
169	0.4910559927	0.3739175152
170	0.491957672	0.3737366832
171	0.4930912936	0.3734332978
172	0.4940351372	0.3730070596
173	0.4945047203	0.372792545
174	0.4949208641	0.3726236163
175	0.4964653747	0.3721409828
176	0.4976888873	0.3717970846
177	0.4980052374	0.3716867231
178	0.498189743	0.3714245525
179	0.4995607408	0.3709486339
180	0.4995607099	0.3706932742
181	0.5006848112	0.3703154168
182	0.5014657094	0.3701059886
183	0.5027205392	0.3695904141
184	0.503875969	0.369232315
185	0.5040684624	0.3691413631
186	0.5043569738	0.3690498581
187	0.5047699214	0.3687199441
188	0.5054756356	0.3683807473
189	0.5063317745	0.3681840616
190	0.5068118937	0.3680277425
191	0.5072666783	0.3678797202
192	0.5073362048	0.3678767738
193	0.5078264524	0.36759524
194	0.5082555635	0.3672912152
195	0.5087891309	0.3667445508
196	0.5101218829	0.3662859216
197	0.5101701151	0.3660772622
198	0.5110527238	0.3656502145
199	0.5115098468	0.3654663616
200	0.512058525	0.3653521041
201	0.5132393578	0.3648160102
202	0.5138169861	0.3643200846
203	0.5143366669	0.364251378
204	0.5143916343	0.3641085474
205	0.5155280589	0.3637663726
206	0.5156916195	0.3636953403
207	0.5161448141	0.3635752497
208	0.5168896496	0.3634960539
209	0.5181162584	0.3630671878
210	0.5181395998	0.3629499424
211	0.5187874134	0.3627255744
212	0.5193590057	0.362212703
213	0.5218483437	0.3616045291
214	0.5221410259	0.3614630457
215	0.5226365427	0.3610786868
216	0.5236094891	0.360672471
217	0.5244051144	0.3601784674
218	0.5250622421	0.3600161397
219	0.5255774285	0.359862981
220	0.5256379016	0.3596943297
221	0.5265813096	0.3595525927
222	0.5262938085	0.3593137443
223	0.5266528602	0.3592214557
224	0.5272663999	0.3591133035
225	0.5280957517	0.3585611089
226	0.5286340547	0.3582509296
227	0.5294567712	0.3578921666
228	0.5295887314	0.3577951101
229	0.529597941	0.3576842165
230	0.530526389	0.3575400879
231	0.531359672	0.3573412386
232	0.5313900566	0.357251568
233	0.5316798666	0.357139571
234	0.5319344809	0.3569924602
235	0.532080453	0.3567283807
236	0.5327451764	0.3564875489
237	0.5333865621	0.3563324502
238	0.5336364899	0.356286979
239	0.5336041808	0.356113288
240	0.5346091064	0.355797077
241	0.5348893752	0.3556331677
242	0.535483647	0.3553254264
243	0.5356052193	0.3551779699
244	0.5359701622	0.3550773343
245	0.5361164611	0.3547292785
246	0.536814712	0.3545825765
247	0.5363923501	0.3543520433
248	0.5375236311	0.354044546
249	0.5381067961	0.3538219068
250	0.5383561881	0.3537154882
251	0.5393363614	0.353232009
252	0.5402942145	0.3528699316
253	0.541461725	0.3526243271
254	0.5422473038	0.3523158467
255	0.5426879934	0.3520609834
256	0.5436200959	0.3516260944
257	0.5443944637	0.3513383571
258	0.5452187894	0.3511157531
259	0.5454796889	0.3510627805
260	0.5477500474	0.3504165045
261	0.5484638461	0.350046737
262	0.548968228	0.3497925052
263	0.549055433	0.3496518546
264	0.5498250995	0.3493623258
265	0.5498811124	0.3493286893
266	0.5503247033	0.3489449067
267	0.5509831606	0.3487593738
268	0.5514308344	0.3486129612
269	0.5516980092	0.3484398534
270	0.5524435799	0.3480885395
271	0.5527425434	0.3480112916
272	0.5529263969	0.3479099546
273	0.5530377329	0.3479029077
274	0.5540038525	0.347694062
275	0.5546386081	0.3474596599
276	0.5548453608	0.3472617779
277	0.5549293839	0.3471126287
278	0.5553704244	0.3469942366
279	0.5559963591	0.3466213256
280	0.5561662659	0.3464693955
281	0.5563687592	0.3463366211
282	0.5571693449	0.346213733
283	0.5575520431	0.3460171778
284	0.5577995504	0.3459758727
285	0.5577843746	0.3459397227
286	0.5582472635	0.345804917
287	0.5587170912	0.3456746807
288	0.5594045822	0.345520741
289	0.5593758038	0.3455176889
290	0.5604331586	0.3448598724
291	0.561182374	0.3446225232
292	0.5620485434	0.3443939985
293	0.562038923	0.3443853661
294	0.5621823285	0.3443596665
295	0.5622850102	0.3443585187
296	0.5623299509	0.3443565342
297	0.5619896955	0.3441844866
298	0.5623620026	0.3439762511
299	0.5630433295	0.3437821919
300	0.5630210384	0.3435850067
301	0.5634926068	0.3433138152
302	0.563836704	0.3431480332
303	0.5645296441	0.3429488575
304	0.5648502666	0.342850711
305	0.5649298494	0.3427791721
306	0.5659823045	0.3426018668
307	0.5661737081	0.3423062883
308	0.5662710272	0.3421986519
309	0.566344479	0.342196987
310	0.5669613901	0.3419610135
311	0.5678106388	0.3416986419
312	0.5682989251	0.3414885035
313	0.5684454756	0.3414820733
314	0.5687776091	0.3413153137
315	0.5688364399	0.3412570396
316	0.5691237166	0.34110374
317	0.5699137373	0.3409013274
318	0.5711461777	0.3404775272
319	0.5714626499	0.3403732391
320	0.5716330181	0.3402231873
321	0.5720855761	0.3400460456
322	0.5721436233	0.3398923649
323	0.5722651595	0.3398455303
324	0.5746243286	0.3393024376
325	0.5750696663	0.3391782223
326	0.5754728203	0.3390290292
327	0.5760494708	0.338833115
328	0.5760782782	0.3386976355
329	0.5763356833	0.338508759
330	0.5764663915	0.3385057882
331	0.5763460591	0.3384323892
332	0.5762585161	0.3383500194
333	0.5765774947	0.3382927011
334	0.5775982073	0.3381205711
335	0.5780138835	0.3379794511
336	0.5780380177	0.337977988
337	0.5778351128	0.337816944
338	0.5783202064	0.3375979894
339	0.578377461	0.3373898938
340	0.579038442	0.3373210356
341	0.5792562937	0.3370759939
342	0.579624101	0.3369916818
343	0.5795606819	0.3368985565
344	0.5800193328	0.3366525651
345	0.5805106296	0.336501312
346	0.5807151698	0.3364242715
347	0.5809853186	0.336164221
348	0.5812061426	0.3361278362
349	0.5812270084	0.3359572762
350	0.5820356846	0.3357156766
351	0.5826160624	0.3355481506
352	0.5828943134	0.3354396173
353	0.5829945799	0.3354377295
354	0.5834278844	0.3353092065
355	0.5834941922	0.3352713377
356	0.5835985644	0.3352107978
357	0.584030341	0.3350501459
358	0.5840444264	0.3350476061
359	0.5842841182	0.3350193935
360	0.5845013203	0.3348997316
361	0.5848184818	0.3347352124
362	0.5847929465	0.3344480783
363	0.5855746135	0.3341855646
364	0.5857875061	0.3340980519
365	0.5857420719	0.3339911896
366	0.5863690174	0.3337932751
367	0.5869308002	0.3336198967
368	0.5874059674	0.3332268879
369	0.5875373929	0.3331406562
370	0.5879370659	0.333067316
371	0.5879748547	0.333064505
372	0.58838243	0.3328596729
373	0.5886448124	0.3326308004
374	0.5888137884	0.3325334691
375	0.5896287785	0.3320530129
376	0.5903921867	0.3317489039
377	0.5907178699	0.3316288653
378	0.591023497	0.3315354222
379	0.5912737961	0.3314044194
380	0.5912009191	0.3312442805
381	0.5918091505	0.3311131734
382	0.5930703769	0.3305654073
383	0.5939166835	0.3300857806
384	0.5942351829	0.3298742861
385	0.5943647714	0.3297101065
386	0.5944459441	0.3296200278
387	0.595199946	0.3294277863
388	0.5953356604	0.3291090824
389	0.5960738057	0.3289173656
390	0.5966513947	0.3287940394
391	0.596755992	0.3287758134
392	0.5968062527	0.3286765994
393	0.5969953178	0.3286002977
394	0.598155379	0.3283738552
395	0.5985330238	0.3282272678
396	0.5994010364	0.3279061999
397	0.5994044314	0.3278517426
398	0.5998047664	0.3275618686
399	0.6006325281	0.3274199671
400	0.6008612569	0.3272749337
401	0.6008645776	0.3272729637
402	0.6008612569	0.3272501175
403	0.6013616878	0.3270644415
404	0.6018252408	0.3268437544
405	0.6024732014	0.3267329493
406	0.602721317	0.3266363438
407	0.6031644719	0.3263619042
408	0.6037678823	0.3260503953
409	0.6038882547	0.325766977
410	0.6045130442	0.3254661403
411	0.6058827475	0.3250639952
412	0.6060575569	0.3246757244
413	0.606527971	0.3244553696
414	0.6074014481	0.3240730356
415	0.6080485393	0.3238871361
416	0.6085440863	0.3235506805
417	0.6090453609	0.3233303564
418	0.6098124581	0.3230991858
419	0.6104174338	0.3228132232
420	0.610814341	0.3225234735
421	0.6114161366	0.3224130152
422	0.6115351141	0.3223608809
423	0.611617007	0.3222712287
424	0.6117324047	0.3222123819
425	0.6127596936	0.3219805132
426	0.6133020999	0.321602796
427	0.6130964331	0.3214824895
428	0.6148165475	0.3210725494
429	0.6146390374	0.3210037311
430	0.6148910573	0.3208186211
431	0.615037594	0.3207751164
432	0.615579819	0.3205414312
433	0.615587538	0.3204806369
434	0.6159059798	0.3202946029
435	0.615941908	0.320291786
436	0.6164319562	0.3201249203
437	0.6170784193	0.3197916789
438	0.6176529455	0.3196139981
439	0.617838433	0.3194911225
440	0.6181108275	0.3192308651
441	0.6184214917	0.3188386288
442	0.618597978	0.3188246582
443	0.6192207619	0.3185761336
444	0.6194359667	0.3185409661
445	0.6196487834	0.3184063374
446	0.6198202405	0.3181066642
447	0.6204	0.3180296412
448	0.621312322	0.3177395073
449	0.6212974378	0.3176184728
450	0.6214973511	0.3175572679
451	0.6217557888	0.3172629113
452	0.6218890555	0.3170201263
453	0.6223243883	0.3167970284
454	0.6227285598	0.3166100942
455	0.6231222729	0.3165232319
456	0.6230491197	0.3164805375
457	0.6232096463	0.3163934996
458	0.6232784319	0.3163911659
459	0.6235868063	0.3161498182
460	0.6241635316	0.3160391411
461	0.6249126427	0.3156914748
462	0.6252163494	0.3153467693
463	0.6257446171	0.3151511973
464	0.6258442293	0.3149551542
465	0.6261786374	0.3148665636
466	0.626378195	0.3147019174
467	0.6264218719	0.3146355209
468	0.6265633316	0.3145123279
469	0.6275350755	0.3142675666
470	0.6283587298	0.313952051
471	0.6285676313	0.3137346908
472	0.6292832821	0.3134338766
473	0.6293836344	0.3131808686
474	0.6298694829	0.3130694151
475	0.6298135202	0.312929755
476	0.630988347	0.3125922132
477	0.631388497	0.3123214593
478	0.6322863258	0.3120261472
479	0.6319353393	0.3119492484
480	0.6322287307	0.311806602
481	0.6327786718	0.3116845232
482	0.6333056892	0.3116228183
483	0.6337004844	0.3113736586
484	0.6338187005	0.3111131939
485	0.634397904	0.3108356565
486	0.6349821858	0.3105878392
487	0.6361091325	0.3101519616
488	0.6360940373	0.3099895691
489	0.6361708473	0.3099754658
490	0.6368048768	0.3098359269
491	0.6371391185	0.3096929315
492	0.6377454714	0.3094404656
493	0.6381619242	0.3092125763
494	0.6387877986	0.3089360034
495	0.6389440254	0.3087958248
496	0.6395885359	0.3086582762
497	0.6396679455	0.308601253
498	0.640320127	0.3082364103
499	0.6409985122	0.308127136
500	0.6407567889	0.3080414456
501	0.6410900913	0.3078439523
502	0.6411469013	0.3078310953
503	0.6414164793	0.307743816
504	0.6416990331	0.3076622517
505	0.6417451661	0.3076577524
506	0.6423343192	0.3072268159
507	0.6422185129	0.3071403028
508	0.6422315497	0.3071087902
509	0.6430058491	0.3068334976
510	0.6439032444	0.3065087688
511	0.644247437	0.3064090742
512	0.6446215534	0.306165428
513	0.6450431426	0.3059689437
514	0.6447205584	0.3057679402
515	0.6462228377	0.3053080683
516	0.6462887856	0.3052421906
517	0.6462867696	0.3051769205
518	0.6464866291	0.305041785
519	0.6468639248	0.3049300884
520	0.6468978704	0.3049297307
521	0.6472081218	0.3047918657
522	0.647375793	0.3047538248
523	0.6476560955	0.3045940499
524	0.6477355132	0.3045803152
525	0.648053532	0.3043996496
526	0.6476746295	0.3042490653
527	0.6485889854	0.3038968628
528	0.6487777558	0.3038095949
529	0.6497243025	0.303533737
530	0.6500534935	0.3032967254
531	0.6511329417	0.3029839904
532	0.6524220742	0.3025204465
533	0.6525529675	0.3023827287
534	0.6538682796	0.3019792323
535	0.6539390454	0.3018566155
536	0.6542808332	0.3016628808
537	0.6545323126	0.3013827876
538	0.6555234467	0.3010474956
539	0.6553371755	0.3008766326
540	0.6557124097	0.3006198985
541	0.6558560924	0.3005956007
542	0.656240256	0.3005070043
543	0.6564376908	0.300450479
544	0.6575980835	0.3000457335
545	0.6577755906	0.2998248536
546	0.6585653842	0.2994351021
547	0.6585577758	0.2993213784
548	0.6589087572	0.2991603539
549	0.659392152	0.2991189756
550	0.660398067	0.2987656839
551	0.6611651439	0.2984678351
552	0.6618106821	0.2983274347
553	0.6619204268	0.2981886628
554	0.6619533909	0.2981333127
555	0.6622371328	0.2979730658
556	0.6624664528	0.2977901236
557	0.6632417663	0.2975474911
558	0.6635150167	0.2973580559
559	0.664158228	0.297105314
560	0.6644092195	0.2970213801
561	0.6651514904	0.2969284639
562	0.6652387882	0.2968233477
563	0.6657077006	0.2967143158
564	0.6657513199	0.2966073467
565	0.6658710437	0.2964870037
566	0.6666121915	0.2962290272
567	0.6670151594	0.2960684916
568	0.6671567186	0.2960326735
569	0.667592018	0.2959567936
570	0.6680600914	0.2957307065
571	0.6689292824	0.295458668
572	0.6689729447	0.295410641
573	0.669124845	0.2952700032
574	0.6696900489	0.2950061458
575	0.6698417876	0.294914235
576	0.6701241091	0.2948425707
577	0.6703742967	0.2945544847
578	0.671556164	0.2942281497
579	0.6723104975	0.2940150353
580	0.672948912	0.2936980563
581	0.6731974029	0.2935045563
582	0.6744110374	0.2931535386
583	0.6741836286	0.2930201408
584	0.6742483405	0.2929221656
585	0.6746156974	0.292805852
586	0.6754471545	0.2925360607
587	0.675575932	0.2923588539
588	0.6761612122	0.292084622
589	0.6770161094	0.2917929461
590	0.677220642	0.2917059336
591	0.6773879142	0.2915355755
592	0.6776126675	0.2913671203
593	0.6780227989	0.2911304569
594	0.6781543859	0.291088627
595	0.6779484848	0.2909346254
596	0.6782924968	0.2908386097
597	0.6785824445	0.2907238192
598	0.6786033148	0.2906544782
599	0.6791307594	0.290545786
600	0.679637172	0.2904137906
601	0.6797014441	0.2903083243
602	0.6802588682	0.2901289853
603	0.6807517066	0.2899971243
604	0.6809221192	0.289817901
605	0.6815220562	0.2894483761
606	0.681768099	0.2893980941
607	0.6819758208	0.2892273595
608	0.6820295915	0.2891223291
609	0.6823064336	0.2890788895
610	0.682423457	0.2890215682
611	0.6828549213	0.2887262863
612	0.68279805	0.2886542966
613	0.6833700441	0.2884409315
614	0.6843894699	0.287968098
615	0.6841465982	0.2878332068
616	0.6841355186	0.287818745
617	0.6844968268	0.2876956058
618	0.6850472737	0.2875463346
619	0.6849093264	0.2874050219
620	0.6857910235	0.2870461626
621	0.6856107191	0.2866448367
622	0.6871745108	0.2861651343
623	0.6878616454	0.2857920524
624	0.6884917429	0.2854254744
625	0.6886066951	0.2853413298
626	0.6899047004	0.2849065978
627	0.6900839793	0.2847649157
628	0.6906203089	0.2845641405
629	0.6913122055	0.2843919646
630	0.6915121888	0.2843183967
631	0.6919068897	0.284096096
632	0.6917827006	0.2840197318
633	0.6917778387	0.2839125624
634	0.6918076681	0.2838868011
635	0.6921303387	0.2838168717
636	0.6923845757	0.2835646016
637	0.6929783565	0.2833282814
638	0.6930045132	0.2832468462
639	0.694235912	0.2829280422
640	0.6945178123	0.2827979559
641	0.6954198719	0.2824052865
642	0.6957711123	0.2822122786
643	0.6966874206	0.2818480969
644	0.6968453903	0.281778749
645	0.6975234238	0.2815337362
646	0.6976729236	0.2814407598
647	0.6976893659	0.2813857386
648	0.6982505181	0.2811364616
649	0.6987119776	0.2808302216
650	0.6992149245	0.2806574492
651	0.6992811758	0.2805495219
652	0.6990260105	0.2803357764
653	0.6995233586	0.2800939268
654	0.7001908795	0.2798747025
655	0.7012949548	0.2796404431
656	0.7010643072	0.2795004744
657	0.7021508478	0.279315431
658	0.7032400589	0.2788612864
659	0.7036770238	0.2787657471
660	0.7040865308	0.278396518
661	0.7043992961	0.2782598102
662	0.7049096434	0.2780892531
663	0.7048136894	0.2779740343
664	0.7055304993	0.2778174102
665	0.7057337469	0.2777592681
666	0.7059839171	0.2776166752
667	0.7062114383	0.2775505228
668	0.7061852373	0.2773917088
669	0.7071026723	0.2770636171
670	0.7073845023	0.2769267141
671	0.7074936474	0.2768757415
672	0.707576266	0.2768363004
673	0.7077901329	0.2766567219
674	0.7079945691	0.2766171511
675	0.7091158809	0.2763378926
676	0.7093127236	0.2762225902
677	0.7095682167	0.275990908
678	0.7098690514	0.2757956376
679	0.7098989189	0.2757857176
680	0.7099195197	0.275785649
681	0.7096805112	0.275596432
682	0.7102654556	0.2754481998
683	0.7108579816	0.2752091488
684	0.7116844186	0.2750207449
685	0.7122374444	0.274799249
686	0.7124567529	0.2746874371
687	0.7132909476	0.2744861466
